great_walk,seasonality,hut_or_campsite,measure,date,count
Heaphy Track - Great Walk,Year-round,Gouland Downs Hut,Capacity,1/04/2014,128
Heaphy Track - Great Walk,Year-round,Heaphy Campsite,BookedUnits,1/04/2014,40
Heaphy Track - Great Walk,Year-round,Heaphy Campsite,Capacity,1/04/2014,1040
Heaphy Track - Great Walk,Year-round,Heaphy Hut,BookedUnits,1/04/2014,235
Heaphy Track - Great Walk,Year-round,Heaphy Hut,Capacity,1/04/2014,864
Heaphy Track - Great Walk,Year-round,Katipo Creek Shelter Campsite,BookedUnits,1/04/2014,0
Heaphy Track - Great Walk,Year-round,Katipo Creek Shelter Campsite,Capacity,1/04/2014,290
Heaphy Track - Great Walk,Year-round,Lewis Hut,BookedUnits,1/04/2014,50
Heaphy Track - Great Walk,Year-round,Lewis Hut,Capacity,1/04/2014,380
Heaphy Track - Great Walk,Year-round,Mackay Campsite,BookedUnits,1/04/2014,3
Heaphy Track - Great Walk,Year-round,Mackay Campsite,Capacity,1/04/2014,8
Heaphy Track - Great Walk,Year-round,Mackay Hut,BookedUnits,1/04/2014,190
Heaphy Track - Great Walk,Year-round,Mackay Hut,Capacity,1/04/2014,616
Heaphy Track - Great Walk,Year-round,Perry Saddle Campsite,BookedUnits,1/04/2014,25
Heaphy Track - Great Walk,Year-round,Perry Saddle Campsite,Capacity,1/04/2014,210
Heaphy Track - Great Walk,Year-round,Perry Saddle Hut,BookedUnits,1/04/2014,163
Heaphy Track - Great Walk,Year-round,Perry Saddle Hut,Capacity,1/04/2014,560
Heaphy Track - Great Walk,Year-round,Saxon Campsite,BookedUnits,1/04/2014,17
Heaphy Track - Great Walk,Year-round,Saxon Campsite,Capacity,1/04/2014,210
Heaphy Track - Great Walk,Year-round,Saxon Hut,BookedUnits,1/04/2014,68
Heaphy Track - Great Walk,Year-round,Saxon Hut,Capacity,1/04/2014,256
Heaphy Track - Great Walk,Year-round,Scotts Beach Campsite,BookedUnits,1/04/2014,8
Heaphy Track - Great Walk,Year-round,Scotts Beach Campsite,Capacity,1/04/2014,500
Kepler Track - Great Walk,Seasonal,Brod Bay Campsite,BookedUnits,1/04/2014,152
Kepler Track - Great Walk,Seasonal,Brod Bay Campsite,Capacity,1/04/2014,840
Kepler Track - Great Walk,Seasonal,Iris Burn Campsite,BookedUnits,1/04/2014,265
Kepler Track - Great Walk,Seasonal,Iris Burn Campsite,Capacity,1/04/2014,900
Kepler Track - Great Walk,Seasonal,Iris Burn Hut,BookedUnits,1/04/2014,1104
Kepler Track - Great Walk,Seasonal,Iris Burn Hut,Capacity,1/04/2014,1500
Kepler Track - Great Walk,Seasonal,Luxmore Hut,BookedUnits,1/04/2014,1317
Kepler Track - Great Walk,Seasonal,Luxmore Hut,Capacity,1/04/2014,1620
Kepler Track - Great Walk,Seasonal,Moturau Hut,BookedUnits,1/04/2014,828
Kepler Track - Great Walk,Seasonal,Moturau Hut,Capacity,1/04/2014,1200
Lake Waikaremoana Track - Great Walk,Year-round,Korokoro Campsite,BookedUnits,1/04/2014,96
Lake Waikaremoana Track - Great Walk,Year-round,Korokoro Campsite,Capacity,1/04/2014,560
Lake Waikaremoana Track - Great Walk,Year-round,Marauiti Hut,BookedUnits,1/04/2014,377
Lake Waikaremoana Track - Great Walk,Year-round,Marauiti Hut,Capacity,1/04/2014,700
Lake Waikaremoana Track - Great Walk,Year-round,Maraunui Campsite,BookedUnits,1/04/2014,110
Lake Waikaremoana Track - Great Walk,Year-round,Maraunui Campsite,Capacity,1/04/2014,560
Lake Waikaremoana Track - Great Walk,Year-round,Panekire Hut,BookedUnits,1/04/2014,581
Lake Waikaremoana Track - Great Walk,Year-round,Panekire Hut,Capacity,1/04/2014,1044
Lake Waikaremoana Track - Great Walk,Year-round,Tapuaenui campsite,BookedUnits,1/04/2014,50
Lake Waikaremoana Track - Great Walk,Year-round,Tapuaenui campsite,Capacity,1/04/2014,540
Lake Waikaremoana Track - Great Walk,Year-round,Waiharuru  Campsite,BookedUnits,1/04/2014,100
Lake Waikaremoana Track - Great Walk,Year-round,Waiharuru  Campsite,Capacity,1/04/2014,560
Lake Waikaremoana Track - Great Walk,Year-round,Waiharuru Hut,BookedUnits,1/04/2014,334
Lake Waikaremoana Track - Great Walk,Year-round,Waiharuru Hut,Capacity,1/04/2014,1160
Lake Waikaremoana Track - Great Walk,Year-round,Waiopaoa Campsite,BookedUnits,1/04/2014,128
Lake Waikaremoana Track - Great Walk,Year-round,Waiopaoa Campsite,Capacity,1/04/2014,580
Lake Waikaremoana Track - Great Walk,Year-round,Waiopaoa Hut,BookedUnits,1/04/2014,466
Lake Waikaremoana Track - Great Walk,Year-round,Waiopaoa Hut,Capacity,1/04/2014,900
Lake Waikaremoana Track - Great Walk,Year-round,Whanganui Hut,BookedUnits,1/04/2014,96
Lake Waikaremoana Track - Great Walk,Year-round,Whanganui Hut,Capacity,1/04/2014,432
Milford Track - Great Walk,Seasonal,Clinton Hut,BookedUnits,1/04/2014,1105
Milford Track - Great Walk,Seasonal,Clinton Hut,Capacity,1/04/2014,1120
Milford Track - Great Walk,Seasonal,Dumpling Hut,BookedUnits,1/04/2014,1145
Milford Track - Great Walk,Seasonal,Dumpling Hut,Capacity,1/04/2014,1160
Milford Track - Great Walk,Seasonal,Mintaro Hut,BookedUnits,1/04/2014,1145
Milford Track - Great Walk,Seasonal,Mintaro Hut,Capacity,1/04/2014,1160
Rakiura Track - Great Walk,Year-round,Maori Beach Campsite,BookedUnits,1/04/2014,49
Rakiura Track - Great Walk,Year-round,Maori Beach Campsite,Capacity,1/04/2014,384
Rakiura Track - Great Walk,Year-round,North Arm Campsite,BookedUnits,1/04/2014,88
Rakiura Track - Great Walk,Year-round,North Arm Campsite,Capacity,1/04/2014,448
Rakiura Track - Great Walk,Year-round,North Arm Hut,BookedUnits,1/04/2014,357
Rakiura Track - Great Walk,Year-round,North Arm Hut,Capacity,1/04/2014,720
Rakiura Track - Great Walk,Year-round,Port William Campsite,BookedUnits,1/04/2014,98
Rakiura Track - Great Walk,Year-round,Port William Campsite,Capacity,1/04/2014,448
Rakiura Track - Great Walk,Year-round,Port William Hut,BookedUnits,1/04/2014,380
Rakiura Track - Great Walk,Year-round,Port William Hut,Capacity,1/04/2014,720
Routeburn Track - Great Walk,Seasonal,Lake Howden Hut,BookedUnits,1/04/2014,435
Routeburn Track - Great Walk,Seasonal,Lake Howden Hut,Capacity,1/04/2014,840
Routeburn Track - Great Walk,Seasonal,Lake Mackenzie Campsite,BookedUnits,1/04/2014,364
Routeburn Track - Great Walk,Seasonal,Lake Mackenzie Campsite,Capacity,1/04/2014,600
Routeburn Track - Great Walk,Seasonal,Lake Mackenzie Hut,BookedUnits,1/04/2014,1330
Routeburn Track - Great Walk,Seasonal,Lake Mackenzie Hut,Capacity,1/04/2014,1500
Routeburn Track - Great Walk,Seasonal,Routeburn Falls Hut,BookedUnits,1/04/2014,1264
Routeburn Track - Great Walk,Seasonal,Routeburn Falls Hut,Capacity,1/04/2014,1440
Routeburn Track - Great Walk,Seasonal,Routeburn Flats Campsite,BookedUnits,1/04/2014,275
Routeburn Track - Great Walk,Seasonal,Routeburn Flats Campsite,Capacity,1/04/2014,900
Routeburn Track - Great Walk,Seasonal,Routeburn Flats Hut,BookedUnits,1/04/2014,254
Routeburn Track - Great Walk,Seasonal,Routeburn Flats Hut,Capacity,1/04/2014,560
Tongariro Northern Circuit - Great Walk,Seasonal,Mangatepopo Campsite,BookedUnits,1/04/2014,168
Tongariro Northern Circuit - Great Walk,Seasonal,Mangatepopo Campsite,Capacity,1/04/2014,425
Tongariro Northern Circuit - Great Walk,Seasonal,Mangatepopo Hut,BookedUnits,1/04/2014,437
Tongariro Northern Circuit - Great Walk,Seasonal,Mangatepopo Hut,Capacity,1/04/2014,600
Tongariro Northern Circuit - Great Walk,Seasonal,Oturere Campsite,BookedUnits,1/04/2014,120
Tongariro Northern Circuit - Great Walk,Seasonal,Oturere Campsite,Capacity,1/04/2014,350
Tongariro Northern Circuit - Great Walk,Seasonal,Oturere Hut,BookedUnits,1/04/2014,496
Tongariro Northern Circuit - Great Walk,Seasonal,Oturere Hut,Capacity,1/04/2014,780
Tongariro Northern Circuit - Great Walk,Seasonal,Waihohonu Campsite,BookedUnits,1/04/2014,128
Tongariro Northern Circuit - Great Walk,Seasonal,Waihohonu Campsite,Capacity,1/04/2014,348
Tongariro Northern Circuit - Great Walk,Seasonal,Waihohonu Hut,BookedUnits,1/04/2014,561
Tongariro Northern Circuit - Great Walk,Seasonal,Waihohonu Hut,Capacity,1/04/2014,840
Whanganui Journey - Great Walk,Seasonal,John Coull Campsite,BookedUnits,1/04/2014,320
Whanganui Journey - Great Walk,Seasonal,John Coull Campsite,Capacity,1/04/2014,1044
Whanganui Journey - Great Walk,Seasonal,John Coull Hut,BookedUnits,1/04/2014,277
Whanganui Journey - Great Walk,Seasonal,John Coull Hut,Capacity,1/04/2014,624
Whanganui Journey - Great Walk,Seasonal,Maharanui Campsite,BookedUnits,1/04/2014,80
Whanganui Journey - Great Walk,Seasonal,Maharanui Campsite,Capacity,1/04/2014,1008
Whanganui Journey - Great Walk,Seasonal,Mangapapa Campsite,BookedUnits,1/04/2014,96
Whanganui Journey - Great Walk,Seasonal,Mangapapa Campsite,Capacity,1/04/2014,540
Whanganui Journey - Great Walk,Seasonal,Mangapurua Campsite,BookedUnits,1/04/2014,107
Whanganui Journey - Great Walk,Seasonal,Mangapurua Campsite,Capacity,1/04/2014,600
Whanganui Journey - Great Walk,Seasonal,Mangawaiiti Campsite,BookedUnits,1/04/2014,161
Whanganui Journey - Great Walk,Seasonal,Mangawaiiti Campsite,Capacity,1/04/2014,972
Whanganui Journey - Great Walk,Seasonal,Ngaporo Campsite,BookedUnits,1/04/2014,84
Whanganui Journey - Great Walk,Seasonal,Ngaporo Campsite,Capacity,1/04/2014,560
Whanganui Journey - Great Walk,Seasonal,Ohauora Campsite,BookedUnits,1/04/2014,140
Whanganui Journey - Great Walk,Seasonal,Ohauora Campsite,Capacity,1/04/2014,580
Whanganui Journey - Great Walk,Seasonal,Ohinepane Campsite,BookedUnits,1/04/2014,69
Whanganui Journey - Great Walk,Seasonal,Ohinepane Campsite,Capacity,1/04/2014,864
Whanganui Journey - Great Walk,Seasonal,Poukaria Campsite,BookedUnits,1/04/2014,77
Whanganui Journey - Great Walk,Seasonal,Poukaria Campsite,Capacity,1/04/2014,480
Whanganui Journey - Great Walk,Seasonal,Tieke Campsite,BookedUnits,1/04/2014,349
Whanganui Journey - Great Walk,Seasonal,Tieke Campsite,Capacity,1/04/2014,1080
Whanganui Journey - Great Walk,Seasonal,Tieke Kainga Hut,BookedUnits,1/04/2014,226
Whanganui Journey - Great Walk,Seasonal,Tieke Kainga Hut,Capacity,1/04/2014,500
Whanganui Journey - Great Walk,Seasonal,Whakahoro Bunkroom,BookedUnits,1/04/2014,65
Whanganui Journey - Great Walk,Seasonal,Whakahoro Bunkroom,Capacity,1/04/2014,260
Whanganui Journey - Great Walk,Seasonal,Whakahoro Campsite,BookedUnits,1/04/2014,134
Whanganui Journey - Great Walk,Seasonal,Whakahoro Campsite,Capacity,1/04/2014,900
Abel Tasman Coast Track - Great Walk,Year-round,Akersten Bay Campsite,BookedUnits,1/05/2014,0
Abel Tasman Coast Track - Great Walk,Year-round,Akersten Bay Campsite,Capacity,1/05/2014,180
Abel Tasman Coast Track - Great Walk,Year-round,Anapai Bay Campsite,BookedUnits,1/05/2014,6
Abel Tasman Coast Track - Great Walk,Year-round,Anapai Bay Campsite,Capacity,1/05/2014,360
Abel Tasman Coast Track - Great Walk,Year-round,Anchorage Campsite,BookedUnits,1/05/2014,304
Abel Tasman Coast Track - Great Walk,Year-round,Anchorage Campsite,Capacity,1/05/2014,2900
Abel Tasman Coast Track - Great Walk,Year-round,Anchorage Hut,BookedUnits,1/05/2014,531
Abel Tasman Coast Track - Great Walk,Year-round,Anchorage Hut,Capacity,1/05/2014,1054
Abel Tasman Coast Track - Great Walk,Year-round,Apple Tree Bay Campsite,BookedUnits,1/05/2014,23
Abel Tasman Coast Track - Great Walk,Year-round,Apple Tree Bay Campsite,Capacity,1/05/2014,900
Abel Tasman Coast Track - Great Walk,Year-round,Awaroa Campsite,BookedUnits,1/05/2014,76
Abel Tasman Coast Track - Great Walk,Year-round,Awaroa Campsite,Capacity,1/05/2014,972
Abel Tasman Coast Track - Great Walk,Year-round,Awaroa Hut,BookedUnits,1/05/2014,297
Abel Tasman Coast Track - Great Walk,Year-round,Awaroa Hut,Capacity,1/05/2014,780
Abel Tasman Coast Track - Great Walk,Year-round,Bark Bay Campsite,BookedUnits,1/05/2014,127
Abel Tasman Coast Track - Great Walk,Year-round,Bark Bay Campsite,Capacity,1/05/2014,2480
Abel Tasman Coast Track - Great Walk,Year-round,Bark Bay Hut,BookedUnits,1/05/2014,324
Abel Tasman Coast Track - Great Walk,Year-round,Bark Bay Hut,Capacity,1/05/2014,1054
Abel Tasman Coast Track - Great Walk,Year-round,Coquille Campsite,BookedUnits,1/05/2014,
Abel Tasman Coast Track - Great Walk,Year-round,Coquille Campsite,Capacity,1/05/2014,
Abel Tasman Coast Track - Great Walk,Year-round,Huffams Overflow Campsite,BookedUnits,1/05/2014,0
Abel Tasman Coast Track - Great Walk,Year-round,Huffams Overflow Campsite,Capacity,1/05/2014,310
Abel Tasman Coast Track - Great Walk,Year-round,Mosquito Bay Campsite (water access only),BookedUnits,1/05/2014,9
Abel Tasman Coast Track - Great Walk,Year-round,Mosquito Bay Campsite (water access only),Capacity,1/05/2014,1240
Abel Tasman Coast Track - Great Walk,Year-round,Mutton Cove Campsite,BookedUnits,1/05/2014,26
Abel Tasman Coast Track - Great Walk,Year-round,Mutton Cove Campsite,Capacity,1/05/2014,1240
Abel Tasman Coast Track - Great Walk,Year-round,Observation Beach Campsite,BookedUnits,1/05/2014,8
Abel Tasman Coast Track - Great Walk,Year-round,Observation Beach Campsite,Capacity,1/05/2014,360
Abel Tasman Coast Track - Great Walk,Year-round,Onetahuti Bay Campsite,BookedUnits,1/05/2014,99
Abel Tasman Coast Track - Great Walk,Year-round,Onetahuti Bay Campsite,Capacity,1/05/2014,1120
Abel Tasman Coast Track - Great Walk,Year-round,Te Pukatea Bay Campsite,BookedUnits,1/05/2014,45
Abel Tasman Coast Track - Great Walk,Year-round,Te Pukatea Bay Campsite,Capacity,1/05/2014,434
Abel Tasman Coast Track - Great Walk,Year-round,Tinline Campsite,BookedUnits,1/05/2014,4
Abel Tasman Coast Track - Great Walk,Year-round,Tinline Campsite,Capacity,1/05/2014,900
Abel Tasman Coast Track - Great Walk,Year-round,Tonga Quarry Campsite,BookedUnits,1/05/2014,7
Abel Tasman Coast Track - Great Walk,Year-round,Tonga Quarry Campsite,Capacity,1/05/2014,560
Abel Tasman Coast Track - Great Walk,Year-round,Torrent Bay Village Campsite,BookedUnits,1/05/2014,65
Abel Tasman Coast Track - Great Walk,Year-round,Torrent Bay Village Campsite,Capacity,1/05/2014,580
Abel Tasman Coast Track - Great Walk,Year-round,Totaranui Great Walk Campsite,BookedUnits,1/05/2014,38
Abel Tasman Coast Track - Great Walk,Year-round,Totaranui Great Walk Campsite,Capacity,1/05/2014,1160
Abel Tasman Coast Track - Great Walk,Year-round,Waiharakeke Bay Campsite,BookedUnits,1/05/2014,37
Abel Tasman Coast Track - Great Walk,Year-round,Waiharakeke Bay Campsite,Capacity,1/05/2014,600
Abel Tasman Coast Track - Great Walk,Year-round,Watering Cove Campsite,BookedUnits,1/05/2014,15
Abel Tasman Coast Track - Great Walk,Year-round,Watering Cove Campsite,Capacity,1/05/2014,300
Abel Tasman Coast Track - Great Walk,Year-round,Whariwharangi Bay Campsite,BookedUnits,1/05/2014,51
Abel Tasman Coast Track - Great Walk,Year-round,Whariwharangi Bay Campsite,Capacity,1/05/2014,1200
Abel Tasman Coast Track - Great Walk,Year-round,Whariwharangi Hut,BookedUnits,1/05/2014,178
Abel Tasman Coast Track - Great Walk,Year-round,Whariwharangi Hut,Capacity,1/05/2014,560
Heaphy Track - Great Walk,Year-round,Aorere Campsite,BookedUnits,1/05/2014,2
Heaphy Track - Great Walk,Year-round,Aorere Campsite,Capacity,1/05/2014,250
Heaphy Track - Great Walk,Year-round,Brown Campsite,BookedUnits,1/05/2014,1
Heaphy Track - Great Walk,Year-round,Brown Campsite,Capacity,1/05/2014,500
Heaphy Track - Great Walk,Year-round,Brown Hut,BookedUnits,1/05/2014,41
Heaphy Track - Great Walk,Year-round,Brown Hut,Capacity,1/05/2014,368
Heaphy Track - Great Walk,Year-round,Gouland Downs Campsite,BookedUnits,1/05/2014,0
Heaphy Track - Great Walk,Year-round,Gouland Downs Campsite,Capacity,1/05/2014,260
Heaphy Track - Great Walk,Year-round,Gouland Downs Hut,BookedUnits,1/05/2014,19
Heaphy Track - Great Walk,Year-round,Gouland Downs Hut,Capacity,1/05/2014,176
Heaphy Track - Great Walk,Year-round,Heaphy Campsite,BookedUnits,1/05/2014,10
Heaphy Track - Great Walk,Year-round,Heaphy Campsite,Capacity,1/05/2014,1e3
Heaphy Track - Great Walk,Year-round,Heaphy Hut,BookedUnits,1/05/2014,137
Heaphy Track - Great Walk,Year-round,Heaphy Hut,Capacity,1/05/2014,800
Heaphy Track - Great Walk,Year-round,Katipo Creek Shelter Campsite,BookedUnits,1/05/2014,1
Heaphy Track - Great Walk,Year-round,Katipo Creek Shelter Campsite,Capacity,1/05/2014,300
Heaphy Track - Great Walk,Year-round,Lewis Hut,BookedUnits,1/05/2014,69
Heaphy Track - Great Walk,Year-round,Lewis Hut,Capacity,1/05/2014,540
Heaphy Track - Great Walk,Year-round,Mackay Campsite,BookedUnits,1/05/2014,0
Heaphy Track - Great Walk,Year-round,Mackay Campsite,Capacity,1/05/2014,8
Heaphy Track - Great Walk,Year-round,Mackay Hut,BookedUnits,1/05/2014,135
Heaphy Track - Great Walk,Year-round,Mackay Hut,Capacity,1/05/2014,644
Heaphy Track - Great Walk,Year-round,Perry Saddle Campsite,BookedUnits,1/05/2014,3
Heaphy Track - Great Walk,Year-round,Perry Saddle Campsite,Capacity,1/05/2014,240
Heaphy Track - Great Walk,Year-round,Perry Saddle Hut,BookedUnits,1/05/2014,118
Heaphy Track - Great Walk,Year-round,Perry Saddle Hut,Capacity,1/05/2014,616
Heaphy Track - Great Walk,Year-round,Saxon Campsite,BookedUnits,1/05/2014,10
Heaphy Track - Great Walk,Year-round,Saxon Campsite,Capacity,1/05/2014,250
Heaphy Track - Great Walk,Year-round,Saxon Hut,BookedUnits,1/05/2014,78
Heaphy Track - Great Walk,Year-round,Saxon Hut,Capacity,1/05/2014,384
Heaphy Track - Great Walk,Year-round,Scotts Beach Campsite,BookedUnits,1/05/2014,0
Heaphy Track - Great Walk,Year-round,Scotts Beach Campsite,Capacity,1/05/2014,540
Kepler Track - Great Walk,Seasonal,Brod Bay Campsite,BookedUnits,1/05/2014,
Kepler Track - Great Walk,Seasonal,Brod Bay Campsite,Capacity,1/05/2014,
Kepler Track - Great Walk,Seasonal,Iris Burn Campsite,BookedUnits,1/05/2014,
Kepler Track - Great Walk,Seasonal,Iris Burn Campsite,Capacity,1/05/2014,
Kepler Track - Great Walk,Seasonal,Iris Burn Hut,BookedUnits,1/05/2014,
Kepler Track - Great Walk,Seasonal,Iris Burn Hut,Capacity,1/05/2014,
Kepler Track - Great Walk,Seasonal,Luxmore Hut,BookedUnits,1/05/2014,
Kepler Track - Great Walk,Seasonal,Luxmore Hut,Capacity,1/05/2014,
Kepler Track - Great Walk,Seasonal,Moturau Hut,BookedUnits,1/05/2014,
Kepler Track - Great Walk,Seasonal,Moturau Hut,Capacity,1/05/2014,
Lake Waikaremoana Track - Great Walk,Year-round,Korokoro Campsite,BookedUnits,1/05/2014,0
Lake Waikaremoana Track - Great Walk,Year-round,Korokoro Campsite,Capacity,1/05/2014,580
Lake Waikaremoana Track - Great Walk,Year-round,Marauiti Hut,BookedUnits,1/05/2014,105
Lake Waikaremoana Track - Great Walk,Year-round,Marauiti Hut,Capacity,1/05/2014,650
Lake Waikaremoana Track - Great Walk,Year-round,Maraunui Campsite,BookedUnits,1/05/2014,6
Lake Waikaremoana Track - Great Walk,Year-round,Maraunui Campsite,Capacity,1/05/2014,560
Lake Waikaremoana Track - Great Walk,Year-round,Panekire Hut,BookedUnits,1/05/2014,133
Lake Waikaremoana Track - Great Walk,Year-round,Panekire Hut,Capacity,1/05/2014,1008
Lake Waikaremoana Track - Great Walk,Year-round,Tapuaenui campsite,BookedUnits,1/05/2014,2
Lake Waikaremoana Track - Great Walk,Year-round,Tapuaenui campsite,Capacity,1/05/2014,600
Lake Waikaremoana Track - Great Walk,Year-round,Waiharuru  Campsite,BookedUnits,1/05/2014,10
Lake Waikaremoana Track - Great Walk,Year-round,Waiharuru  Campsite,Capacity,1/05/2014,560
Lake Waikaremoana Track - Great Walk,Year-round,Waiharuru Hut,BookedUnits,1/05/2014,83
Lake Waikaremoana Track - Great Walk,Year-round,Waiharuru Hut,Capacity,1/05/2014,920
Lake Waikaremoana Track - Great Walk,Year-round,Waiopaoa Campsite,BookedUnits,1/05/2014,7
Lake Waikaremoana Track - Great Walk,Year-round,Waiopaoa Campsite,Capacity,1/05/2014,500
Lake Waikaremoana Track - Great Walk,Year-round,Waiopaoa Hut,BookedUnits,1/05/2014,161
Lake Waikaremoana Track - Great Walk,Year-round,Waiopaoa Hut,Capacity,1/05/2014,870
Lake Waikaremoana Track - Great Walk,Year-round,Whanganui Hut,BookedUnits,1/05/2014,35
Lake Waikaremoana Track - Great Walk,Year-round,Whanganui Hut,Capacity,1/05/2014,540
Milford Track - Great Walk,Seasonal,Clinton Hut,BookedUnits,1/05/2014,
Milford Track - Great Walk,Seasonal,Clinton Hut,Capacity,1/05/2014,
Milford Track - Great Walk,Seasonal,Dumpling Hut,BookedUnits,1/05/2014,
Milford Track - Great Walk,Seasonal,Dumpling Hut,Capacity,1/05/2014,
Milford Track - Great Walk,Seasonal,Mintaro Hut,BookedUnits,1/05/2014,
Milford Track - Great Walk,Seasonal,Mintaro Hut,Capacity,1/05/2014,
Rakiura Track - Great Walk,Year-round,Maori Beach Campsite,BookedUnits,1/05/2014,1
